CUST_ID,gender,DateOfBirth,State,Contact,Segment,customer_age,claim_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,StateName,Region,SubRegion
94943525,Male,12-Sep-92,AR,612-362-1354,Gold,27,81995072,Driver error,08/30/2018,Auto,No,Material and injury,$44470.5,2,Yes,Arkansas,South,West South Central
95628948,Male,22-Sep-60,AR,647-458-1294,Platinum,59,61933109,Driver error,07/14/2018,Auto,Yes,Injury only,$21160,1,No,Arkansas,South,West South Central
96116969,Female,14-Nov-82,AR,748-514-3246,Platinum,36,28439096,Natural causes,01/20/2018,Auto,No,Material only,$2420,1,No,Arkansas,South,West South Central
48445766,Male,21-Nov-80,AR,657-359-2536,Platinum,38,97210536,Other driver error,02/15/2018,Auto,No,Material only,$1000,2,No,Arkansas,South,West South Central
608461,Male,17-Dec-94,AR,963-187-2873,Platinum,24,7180084,Crime,07/14/2018,Auto,No,Material only,$2630,1,No,Arkansas,South,West South Central
81634435,Male,30-Jul-88,AR,937-675-5842,Gold,31,93043462,Other driver error,01/27/2017,Home,Unknown,Material and injury,$31790,1,No,Arkansas,South,West South Central
71288937,Female,03-Jul-74,AR,692-817-1972,Gold,45,77696516,Other causes,11/20/2017,Auto,No,Material only,$1230,1,No,Arkansas,South,West South Central
73486606,Male,25-Oct-99,AK,256-968-9172,Silver,19,27026412,Natural causes,04/10/2018,Auto,No,Material only,$1160,3,No,Alaska,West,Pacific
53087364,Female,30-Jul-90,AK,462-412-7423,Platinum,29,42737631,Other causes,07/22/2017,Home,No,Material and injury,$33550,1,No,Alaska,West,Pacific
2632562,Female,14-Dec-85,AK,498-597-9658,Platinum,33,4506676,Other driver error,05/14/2018,Home,Unknown,Material only,$1400,1,No,Alaska,West,Pacific
92752865,Male,30-Jan-86,AK,143-219-5498,Silver,33,82144259,Driver error,04/25/2017,Auto,No,Injury only,$29070,1,No,Alaska,West,Pacific
684748,Male,03-Aug-77,AK,613-385-2863,Gold,42,7238381,Other driver error,07/14/2018,Auto,No,Material only,$2920,2,No,Alaska,West,Pacific
77510822,Female,18-Mar-86,AK,436-934-7156,Silver,33,87329176,Other driver error,10/30/2018,Auto,Unknown,Material only,$2760,2,No,Alaska,West,Pacific
51719336,Female,06-Jul-66,AK,149-149-3164,Platinum,53,84029944,Other causes,01/20/2018,Home,Unknown,Material only,$2070,1,Yes,Alaska,West,Pacific
94643289,Male,24-Apr-98,AK,317-612-1425,Silver,21,34596802,Driver error,03/14/2018,Auto,No,Material and injury,$45287,1,Yes,Alaska,West,Pacific
4669941,Male,03-Aug-82,AK,761-462-3458,Platinum,37,70068,Driver error,11/06/2017,Auto,Unknown,Injury only,$29900,1,Yes,Alaska,West,Pacific
84750181,Female,16-May-93,AK,419-431-6251,Platinum,26,34691767,Other driver error,03/09/2017,Home,No,Material only,$2370,4,No,Alaska,West,Pacific
4412055,Female,28-May-64,AK,576-276-4931,Gold,55,80956687,Other causes,06/30/2018,Auto,Unknown,Material and injury,$37869.5,4,Yes,Alaska,West,Pacific
84147585,Male,18-Oct-72,AK,743-569-4783,Gold,46,30280492,Driver error,01/07/2017,Auto,Unknown,Material only,$2380,1,No,Alaska,West,Pacific
84147585,Male,18-Oct-72,AK,743-569-4783,Gold,46,78221963,Driver error,04/10/2018,Auto,Yes,Injury only,$14430,4,No,Alaska,West,Pacific
42083451,Male,23-Nov-67,AK,689-375-9463,Platinum,51,6365892,Driver error,08/31/2017,Auto,No,Material only,$2400,1,No,Alaska,West,Pacific
51842360,Female,03-Dec-76,AK,147-475-9412,Platinum,42,75624437,Other causes,01/27/2017,Home,No,Material only,$1130,1,No,Alaska,West,Pacific
18282409,Female,29-Sep-73,AK,326-215-7361,Gold,46,94983900,Driver error,08/11/2017,Auto,No,Injury only,$31020,2,No,Alaska,West,Pacific
45971331,Male,28-Aug-94,AK,936-389-8497,Platinum,25,11175466,Natural causes,01/20/2018,Auto,Unknown,Injury only,$32730,1,No,Alaska,West,Pacific
90085898,Female,26-Feb-65,AK,789-783-8149,Platinum,54,4607758,Natural causes,10/03/2018,Auto,No,Material only,$3116.5,1,Yes,Alaska,West,Pacific
45434540,Male,16-Sep-93,AK,942-916-1537,Silver,26,24456983,Natural causes,01/13/2018,Auto,No,Material only,$2000,1,No,Alaska,West,Pacific
96439036,Male,29-Jun-89,AK,359-671-3659,Gold,30,45865218,Other causes,08/10/2018,Auto,Yes,Injury only,$26320,1,No,Alaska,West,Pacific
32813689,Male,12-Oct-93,ID,142-324-7481,Silver,25,43908336,Crime,02/15/2018,Auto,Unknown,Material only,$2620,1,No,Idaho,West,Mountain
72556809,Male,14-Jan-98,ID,582-928-4938,Platinum,21,65264955,Other causes,08/16/2018,Auto,Yes,Material and injury,$32300,2,No,Idaho,West,Mountain
98905793,Female,11-Nov-93,ID,823-482-5839,Platinum,25,17871003,Other driver error,09/19/2018,Auto,Unknown,Material only,$3139.5,3,Yes,Idaho,West,Mountain
28920170,Male,18-Jul-62,ID,498-547-6829,Silver,57,19639145,Crime,11/13/2017,Auto,No,Material and injury,$41365.5,1,Yes,Idaho,West,Mountain
5637733,Male,27-May-64,ID,567-617-1874,Platinum,55,15859475,Crime,10/10/2017,Auto,Unknown,Material only,$2170,1,No,Idaho,West,Mountain
76395629,Male,29-Jan-72,ID,812-836-7854,Silver,47,75651365,Other causes,01/27/2017,Auto,No,Material only,$1210,1,No,Idaho,West,Mountain
79953263,Male,14-Jan-67,ID,685-954-6532,Platinum,52,75954321,Other causes,03/28/2018,Auto,Yes,Injury only,$32680,1,No,Idaho,West,Mountain
1300972,Female,08-Jun-66,ID,378-587-1687,Platinum,53,4881066,Crime,03/21/2018,Home,No,Material only,$2369,1,Yes,Idaho,West,Mountain
83887508,Female,07-Jun-69,ID,965-541-7429,Gold,50,96406656,Crime,11/06/2017,Auto,No,Material only,$1230.5,3,Yes,Idaho,West,Mountain
10330113,Female,23-Feb-96,ID,124-294-1973,Platinum,23,26308516,Other causes,12/17/2017,Auto,No,Material and injury,$29060,3,No,Idaho,West,Mountain
41673539,Female,23-Mar-97,ID,738-935-7236,Platinum,22,76762783,Crime,01/06/2018,Auto,Yes,Material and injury,$44838.5,1,Yes,Idaho,West,Mountain
28866353,Male,07-Mar-67,ID,973-967-2815,Silver,52,54174244,Crime,09/14/2017,Auto,No,Material only,$2334.5,1,Yes,Idaho,West,Mountain
7891758,Male,16-Jan-82,ID,596-842-1325,Platinum,37,39795153,Natural causes,07/07/2018,Auto,No,Material only,$1140,1,No,Idaho,West,Mountain
48673624,Female,21-Mar-76,ID,536-156-4179,Platinum,43,83531718,Driver error,10/10/2017,Auto,Yes,Material and injury,$26440,2,No,Idaho,West,Mountain
47153140,Male,22-Jul-90,ID,738-413-2418,Platinum,29,47786788,Natural causes,10/24/2017,Auto,No,Material only,$1700,1,No,Idaho,West,Mountain
69050904,Female,19-Feb-96,ID,561-736-4597,Gold,23,17961815,Natural causes,07/14/2018,Auto,No,Material only,$1060,1,No,Idaho,West,Mountain
41660480,Female,11-Jan-80,ID,439-961-5261,Silver,39,61635645,Driver error,06/23/2018,Home,No,Material only,$2740,1,No,Idaho,West,Mountain
89456307,Male,03-Aug-96,ID,135-341-8196,Platinum,23,89389379,Natural causes,10/04/2017,Auto,No,Material only,$2500,1,No,Idaho,West,Mountain
39405635,Male,19-Mar-75,ID,216-347-2435,Gold,44,58366436,Other causes,05/09/2017,Auto,Unknown,Material and injury,$45540,1,Yes,Idaho,West,Mountain
18307355,Male,09-Nov-68,ID,879-542-1978,Platinum,50,44965194,Other causes,02/15/2018,Auto,Yes,Material and injury,$34210,1,No,Idaho,West,Mountain
93009704,Male,16-Jul-98,ID,264-681-4759,Platinum,21,50804841,Driver error,10/03/2018,Auto,Unknown,Material only,$1900,5,No,Idaho,West,Mountain
68709394,Female,23-Sep-66,ID,461-259-2635,Silver,53,56764164,Other driver error,01/14/2017,Auto,No,Material and injury,$36860,4,No,Idaho,West,Mountain
92362143,Male,13-Feb-86,ID,793-679-4175,Gold,33,43076500,Other driver error,04/25/2017,Auto,No,Material only,$1200,1,No,Idaho,West,Mountain
81661419,Male,12-Feb-80,ID,486-416-1928,Platinum,39,69454875,Driver error,04/04/2018,Auto,No,Material only,$2852,2,Yes,Idaho,West,Mountain
32646041,Female,07-Jun-79,ID,815-567-6153,Platinum,40,60315464,Driver error,02/17/2017,Home,No,Material and injury,$28520,1,Yes,Idaho,West,Mountain
24247743,Female,24-May-88,ID,792-136-5173,Silver,31,61365788,Other causes,05/14/2018,Auto,No,Material only,$2280,1,No,Idaho,West,Mountain
42364152,Female,07-Jul-96,ID,529-462-1635,Silver,23,63269067,Other causes,05/09/2017,Home,No,Material only,$2800,1,No,Idaho,West,Mountain
33507197,Female,09-Sep-66,RI,165-519-4583,Gold,53,63246959,Crime,07/22/2017,Auto,No,Material only,$2748.5,2,Yes,Rhode Island,NorthEast,New England
1407979,Male,15-Mar-87,RI,165-217-1648,Silver,32,12548447,Driver error,06/03/2018,Auto,Unknown,Material only,$3208.5,1,Yes,Rhode Island,NorthEast,New England
11278282,Male,12-Apr-68,RI,148-178-1792,Silver,51,10738822,Natural causes,08/10/2018,Auto,No,Material only,$2540,1,No,Rhode Island,NorthEast,New England
27205554,Male,12-Apr-76,RI,521-912-8139,Silver,43,13167216,Driver error,05/14/2018,Auto,No,Injury only,$16910,1,No,Rhode Island,NorthEast,New England
53333796,Male,23-May-90,RI,857-215-9123,Gold,29,22639991,Other causes,10/09/2018,Auto,Yes,Material and injury,$25320,1,No,Rhode Island,NorthEast,New England
11593991,Female,22-Dec-65,RI,642-812-6451,Silver,53,26332402,Other causes,03/01/2018,Auto,No,Material only,$2060,1,No,Rhode Island,NorthEast,New England
51349085,Male,06-Jun-97,RI,258-762-9482,Silver,22,2181243,Crime,10/17/2017,Auto,No,Material only,$2620,2,No,Rhode Island,NorthEast,New England
94633091,Female,14-Jul-90,RI,826-537-1348,Platinum,29,98303926,Crime,06/25/2017,Auto,No,Material only,$1640,1,No,Rhode Island,NorthEast,New England
29750601,Female,28-Oct-95,RI,652-976-9723,Platinum,23,718760,Other driver error,10/24/2017,Auto,Unknown,Injury only,$31980,1,No,Rhode Island,NorthEast,New England
13059025,Female,28-Aug-99,RI,624-716-1427,Platinum,20,33911305,Natural causes,07/28/2017,Auto,No,Material only,$2220,1,No,Rhode Island,NorthEast,New England
43059280,Male,16-Dec-94,RI,651-127-8152,Platinum,24,76387481,Natural causes,06/25/2017,Home,Yes,Material and injury,$38970,1,No,Rhode Island,NorthEast,New England
64488618,Male,28-Feb-74,RI,967-894-1953,Silver,45,88595857,Driver error,10/17/2017,Auto,Yes,Material only,$1630,1,No,Rhode Island,NorthEast,New England
36871042,Male,20-Feb-99,RI,428-836-7356,Gold,20,25838638,Other causes,04/25/2017,Auto,No,Material and injury,$20230,1,No,Rhode Island,NorthEast,New England
35189228,Male,29-Oct-74,RI,951-982-4276,Gold,44,52113932,Driver error,06/17/2018,Home,Unknown,Material only,$1280,1,No,Rhode Island,NorthEast,New England
25365364,Male,29-Apr-73,RI,362-491-4692,Platinum,46,37576598,Other causes,02/10/2017,Auto,No,Material only,$1100,2,No,Rhode Island,NorthEast,New England
95560169,Male,25-Mar-73,RI,597-124-3297,Platinum,46,29685280,Other driver error,02/23/2017,Auto,Unknown,Injury only,$34950,1,No,Rhode Island,NorthEast,New England
30679789,Female,27-Jul-71,RI,571-543-7321,Silver,48,10245277,Crime,06/10/2018,Auto,Unknown,Injury only,$36010,2,No,Rhode Island,NorthEast,New England
57043846,Male,24-Dec-96,RI,756-197-4972,Silver,22,38818122,Other causes,04/05/2017,Auto,Yes,Injury only,$34490,1,No,Rhode Island,NorthEast,New England
30966524,Male,31-Jan-85,RI,847-169-5361,Gold,34,23145140,Natural causes,04/17/2018,Auto,No,Injury only,$16870,1,No,Rhode Island,NorthEast,New England
85689455,Female,20-Dec-81,RI,285-326-1834,Gold,37,69374918,Other driver error,04/18/2017,Auto,No,Material only,$1600,1,No,Rhode Island,NorthEast,New England
28820055,Female,05-Dec-87,RI,612-458-8546,Gold,31,75509840,Other causes,10/04/2017,Auto,No,Material only,$1260,1,No,Rhode Island,NorthEast,New England
56250763,Female,02-Jan-67,RI,983-156-3481,Platinum,52,23693541,Other causes,04/12/2017,Auto,No,Material only,$1570,1,No,Rhode Island,NorthEast,New England
23094322,Female,08-Jan-93,RI,138-136-4367,Gold,26,7944120,Other causes,08/10/2018,Home,Yes,Material and injury,$35800,1,No,Rhode Island,NorthEast,New England
20681481,Male,20-Oct-82,RI,496-453-2738,Gold,36,89455788,Other causes,03/16/2017,Auto,No,Material only,$2720,1,No,Rhode Island,NorthEast,New England
86445910,Female,07-Sep-91,RI,728-486-9516,Platinum,28,26344933,Natural causes,10/03/2018,Auto,Unknown,Material only,$2470,1,No,Rhode Island,NorthEast,New England
34756508,Male,31-May-97,RI,182-247-2167,Silver,22,39886036,Natural causes,07/07/2018,Auto,No,Material only,$1690,1,No,Rhode Island,NorthEast,New England
99103685,Female,30-Dec-85,KY,764-439-9856,Gold,33,74165873,Other driver error,01/13/2018,Home,No,Material only,$1495,1,Yes,Kentucky,South,East South Central
90202451,Male,04-Jul-89,KY,413-642-7842,Platinum,30,51685791,Other driver error,11/20/2017,Auto,No,Material only,$1943.5,1,Yes,Kentucky,South,East South Central
25709472,Male,15-Jan-93,KY,534-697-3498,Gold,26,52959888,Other driver error,10/23/2018,Auto,Unknown,Injury only,$15440,1,No,Kentucky,South,East South Central
20716946,Female,10-Jun-81,KY,526-579-6814,Platinum,38,80976947,Other driver error,03/21/2018,Auto,No,Material and injury,$21830,1,No,Kentucky,South,East South Central
68757979,Female,07-Jun-64,KY,835-238-5426,Platinum,55,27087847,Natural causes,10/31/2017,Auto,No,Material only,$2410,1,No,Kentucky,South,East South Central
82637319,Male,17-Mar-99,KY,647-375-9124,Platinum,20,10080081,Other causes,10/31/2017,Auto,Unknown,Material only,$1184.5,1,Yes,Kentucky,South,East South Central
18213216,Male,06-Oct-69,KY,416-461-9145,Silver,50,2581621,Other causes,09/12/2018,Auto,Unknown,Material and injury,$21942,2,Yes,Kentucky,South,East South Central
23116437,Female,06-Jun-65,KY,625-325-1724,Silver,54,49818123,Other driver error,01/21/2017,Auto,No,Material only,$1280,1,No,Kentucky,South,East South Central
21840201,Female,21-Jan-91,KY,281-146-5627,Platinum,28,58488479,Driver error,02/09/2018,Auto,Yes,Material only,$1510,1,No,Kentucky,South,East South Central
40460125,Female,29-Dec-97,KY,149-439-8456,Silver,21,22476903,Other causes,02/03/2017,Auto,No,Material only,$1564,1,Yes,Kentucky,South,East South Central
72833735,Female,17-Jan-71,KY,893-531-9732,Silver,48,79708200,Crime,04/24/2018,Auto,Unknown,Material only,$2495.5,1,Yes,Kentucky,South,East South Central
44821508,Male,27-Feb-72,KY,651-851-4785,Platinum,47,51004421,Crime,01/06/2018,Home,No,Material only,$2740,2,No,Kentucky,South,East South Central
20444103,Male,17-Jan-80,KY,354-473-1357,Gold,39,27069739,Crime,08/16/2018,Auto,Unknown,Material only,$1330,5,No,Kentucky,South,East South Central
86977672,Female,23-Sep-69,KY,539-124-8432,Platinum,50,71383085,Crime,01/07/2017,Auto,No,Material only,$1530,2,No,Kentucky,South,East South Central
35875366,Male,16-Sep-90,MD,954-964-1746,Platinum,29,72738047,Other driver error,04/24/2018,Auto,Unknown,Material only,,1,No,Maryland,South,South Atlantic
21240703,Male,22-Jul-63,MD,473-561-2675,Silver,56,53780662,Other driver error,09/19/2018,Auto,Unknown,Material only,$1050,1,No,Maryland,South,South Atlantic
83088652,Male,05-Oct-98,MD,968-236-9367,Platinum,21,21972507,Driver error,01/14/2017,Auto,Unknown,Material only,$2910,1,No,Maryland,South,South Atlantic
95221640,Male,13-Jul-67,MD,712-754-5719,Silver,52,99210077,Crime,05/21/2018,Auto,No,Material only,$2040,1,No,Maryland,South,South Atlantic
94448966,Female,20-Jun-84,MD,845-768-2513,Gold,35,67043170,Other driver error,10/16/2018,Auto,No,Injury only,$23760,1,No,Maryland,South,South Atlantic
40744509,Male,18-Sep-99,MD,746-571-4539,Gold,20,46968995,Other causes,06/25/2017,Auto,No,Material and injury,$34770,4,No,Maryland,South,South Atlantic
77985379,Female,20-May-84,MD,619-412-8295,Platinum,35,95022138,Other driver error,07/01/2017,Auto,Yes,Material and injury,$27610,2,No,Maryland,South,South Atlantic
25164999,Female,25-Oct-93,MD,261-583-6387,Silver,25,9075822,Other driver error,03/08/2018,Auto,No,Material only,$1909,1,Yes,Maryland,South,South Atlantic
87806611,Female,11-Oct-78,MD,276-785-5134,Silver,40,24589924,Other causes,03/14/2018,Auto,Unknown,Material only,$2950,1,No,Maryland,South,South Atlantic
18665169,Female,24-Feb-72,MD,429-825-9486,Gold,47,63762170,Other causes,07/22/2017,Auto,No,Injury only,$37500,2,No,Maryland,South,South Atlantic
53191091,Male,26-Mar-65,MD,592-942-4216,Silver,54,40460618,Crime,03/22/2017,Auto,Unknown,Material only,$1265,1,Yes,Maryland,South,South Atlantic
64916376,Male,24-Jul-99,MD,723-957-1396,Platinum,20,55881539,Other causes,01/27/2017,Auto,No,Material only,$2850,2,No,Maryland,South,South Atlantic
62935855,Male,16-Dec-93,MD,162-183-8139,Gold,25,53902980,Other driver error,08/18/2017,Auto,No,Material only,$2370,1,No,Maryland,South,South Atlantic
47730331,Male,02-Aug-84,MD,295-618-9248,Platinum,35,45452514,Other causes,08/23/2018,Home,Unknown,Material only,$1580,1,No,Maryland,South,South Atlantic
95639174,Male,18-Apr-62,MD,574-785-1593,Platinum,57,3679965,Natural causes,08/04/2017,Auto,No,Material only,$2840,4,No,Maryland,South,South Atlantic
29235935,Female,27-Oct-98,MD,281-869-9351,Platinum,20,44394229,Driver error,08/24/2017,Auto,Yes,Injury only,$30500,1,No,Maryland,South,South Atlantic
95822358,Female,17-Dec-76,MD,851-432-1692,Silver,42,68432724,Other driver error,02/22/2018,Auto,Unknown,Injury only,$16479.5,1,Yes,Maryland,South,South Atlantic
49583926,Female,02-Aug-90,MD,853-612-6958,Gold,29,72563310,Other causes,04/25/2017,Auto,Unknown,Material and injury,$15750,1,No,Maryland,South,South Atlantic
3497881,Male,12-Jun-75,MD,873-612-3918,Gold,44,67873056,Driver error,11/27/2017,Auto,No,Material and injury,$42021,1,Yes,Maryland,South,South Atlantic
76962128,Female,16-Jul-93,MD,295-234-8213,Platinum,26,6099788,Natural causes,04/10/2018,Auto,No,Material only,$2420,1,No,Maryland,South,South Atlantic
69608621,Female,21-Oct-68,MD,523-793-4315,Silver,50,50618311,Other causes,07/08/2017,Auto,No,Material only,$1357,1,Yes,Maryland,South,South Atlantic
18288638,Female,14-Jan-69,MI,314-135-1359,Platinum,50,67257404,Other driver error,04/24/2018,Auto,Yes,Injury only,$32560,1,No,Michigan,MidWest,East North Central
32561536,Male,18-Sep-82,MI,718-215-2831,Platinum,37,34488157,Natural causes,11/06/2017,Auto,No,Material and injury,$24564,1,Yes,Michigan,MidWest,East North Central
50817031,Male,17-Nov-63,MI,728-483-4185,Gold,55,7883163,Crime,01/26/2018,Auto,Unknown,Material only,$2460,1,No,Michigan,MidWest,East North Central
14275512,Male,24-Jun-71,MI,362-839-2153,Platinum,48,19132019,Driver error,10/09/2018,Auto,Unknown,Injury only,$28060,1,No,Michigan,MidWest,East North Central
83534717,Male,17-May-65,MI,732-632-3689,Silver,54,98203403,Natural causes,04/12/2017,Auto,No,Material only,$1680,1,No,Michigan,MidWest,East North Central
52361935,Male,27-Mar-95,MI,925-931-3164,Silver,24,2741337,Natural causes,10/17/2017,Auto,Yes,Material only,$2840,1,No,Michigan,MidWest,East North Central
95452498,Female,21-Feb-88,MI,391-537-8235,Silver,31,76523655,Other causes,04/05/2017,Auto,No,Material only,$2219.5,1,Yes,Michigan,MidWest,East North Central
3374112,Female,11-Nov-60,MI,213-968-4851,Platinum,58,95057151,Natural causes,03/01/2018,Auto,Yes,Material and injury,$25580,1,No,Michigan,MidWest,East North Central
76339681,Female,08-Mar-90,MI,843-529-3256,Platinum,29,70575561,Crime,09/06/2018,Home,Unknown,Material only,$1910,1,No,Michigan,MidWest,East North Central
91180828,Female,17-Mar-87,MI,136-473-6752,Platinum,32,39518274,Other causes,09/26/2018,Auto,Unknown,Material and injury,$28382,1,Yes,Michigan,MidWest,East North Central
47237571,Female,14-Nov-84,MI,982-854-4365,Platinum,34,8216191,Other causes,08/16/2018,Home,No,Material and injury,$40930,1,No,Michigan,MidWest,East North Central
34803042,Female,01-Jan-69,MI,148-169-8712,Platinum,50,79783763,Driver error,03/21/2018,Auto,No,Material only,$1265,1,Yes,Michigan,MidWest,East North Central
81371138,Female,09-Nov-63,MI,198-641-6743,Gold,55,57099061,Other causes,07/28/2017,Auto,No,Material only,$3358,1,Yes,Michigan,MidWest,East North Central
82000019,Male,10-Oct-92,MI,785-894-3194,Silver,26,23027360,Driver error,03/08/2018,Auto,No,Injury only,$33752.5,1,Yes,Michigan,MidWest,East North Central
46673661,Male,28-Oct-97,MI,123-942-4267,Platinum,21,72837991,Other causes,10/03/2018,Home,No,Material only,$1320,2,No,Michigan,MidWest,East North Central
74633480,Male,22-Jun-66,MI,598-245-7941,Gold,53,7299594,Other causes,12/30/2017,Auto,Yes,Material only,$2790,3,No,Michigan,MidWest,East North Central
81970531,Female,01-Feb-65,MI,513-368-1948,Platinum,54,34485325,Driver error,10/31/2017,Auto,Unknown,Material and injury,$29200,1,No,Michigan,MidWest,East North Central
74207825,Female,15-Mar-65,MI,173-637-9613,Platinum,54,24082779,Other driver error,04/24/2018,Home,No,Material only,$2380,1,No,Michigan,MidWest,East North Central
63916778,Male,07-Sep-66,IL,146-157-4572,Platinum,53,7809917,Other causes,07/22/2017,Auto,No,Injury only,$17800,1,No,Illinois,MidWest,East North Central
35876516,Male,29-Oct-96,IL,496-426-6748,Silver,22,54764639,Driver error,08/10/2018,Auto,No,Material only,$2870,1,No,Illinois,MidWest,East North Central
56923917,Female,10-Aug-71,IL,451-134-7825,Silver,48,29613369,Other driver error,05/21/2018,Auto,No,Material only,$2870,4,No,Illinois,MidWest,East North Central
14293434,Female,25-Jan-95,IL,269-431-3781,Platinum,24,9961723,Other driver error,05/22/2017,Home,No,Material and injury,$44493.5,1,Yes,Illinois,MidWest,East North Central
77896466,Female,16-Feb-97,IL,613-614-1378,Gold,22,36664338,Driver error,12/17/2017,Auto,No,Material only,$1550,1,No,Illinois,MidWest,East North Central
49270602,Male,10-Apr-60,IL,837-734-6732,Platinum,59,2040094,Other causes,06/17/2018,Auto,No,Material only,$1790,1,No,Illinois,MidWest,East North Central
25021031,Female,07-Dec-72,IL,537-548-5913,Platinum,46,93354997,Other causes,01/06/2018,Auto,Yes,Injury only,$31270,1,No,Illinois,MidWest,East North Central
70955654,Female,23-Aug-92,IL,867-154-5847,Silver,27,25014071,Crime,10/04/2017,Home,No,Material only,$1173,1,Yes,Illinois,MidWest,East North Central
38560100,Female,01-Nov-73,IL,586-724-1493,Platinum,45,8322480,Other driver error,03/16/2017,Auto,No,Injury only,$21330,3,No,Illinois,MidWest,East North Central
89530919,Male,20-Sep-73,IL,938-684-9572,Gold,46,81628285,Driver error,04/24/2018,Auto,No,Material only,$2450,1,No,Illinois,MidWest,East North Central
83441797,Male,01-Dec-97,IL,489-528-1573,Silver,21,84441293,Other driver error,05/07/2018,Auto,No,Material only,$1630,2,No,Illinois,MidWest,East North Central
14604149,Male,07-Apr-64,IL,458-539-9346,Platinum,55,2772206,Driver error,03/29/2017,Auto,Yes,Material and injury,$36350,1,No,Illinois,MidWest,East North Central
38718253,Male,19-Jul-68,IL,423-385-8591,Gold,51,48386458,Other causes,11/13/2017,Auto,Unknown,Injury only,$30060,1,No,Illinois,MidWest,East North Central
86237672,Male,26-Jul-63,IL,384-642-8162,Gold,56,32160912,Natural causes,02/09/2018,Auto,Unknown,Material only,$1530,1,No,Illinois,MidWest,East North Central
49820646,Male,03-Mar-84,IL,761-237-6184,Silver,35,80402957,Driver error,09/06/2018,Auto,Unknown,Material and injury,$22011,2,Yes,Illinois,MidWest,East North Central
42726730,Female,03-Mar-66,IL,925-473-6217,Gold,53,47009317,Other causes,05/07/2018,Auto,Unknown,Material and injury,$28400,1,No,Illinois,MidWest,East North Central
33152432,Female,25-Mar-88,IL,752-932-1462,Gold,31,31711102,Other driver error,03/01/2018,Auto,No,Material only,$1500,1,No,Illinois,MidWest,East North Central
86491727,Female,29-Jan-97,IL,294-187-3286,Gold,22,32178193,Driver error,10/30/2018,Home,Unknown,Material only,$1860,1,No,Illinois,MidWest,East North Central
84277947,Female,16-Aug-97,IL,364-165-1298,Silver,22,65853604,Natural causes,11/06/2017,Auto,No,Material only,$2370,1,No,Illinois,MidWest,East North Central
90646435,Female,07-Dec-78,IL,356-975-8315,Gold,40,84632427,Other causes,09/19/2018,Auto,Unknown,Injury only,$25350,1,No,Illinois,MidWest,East North Central
17664425,Male,13-Jul-93,IL,961-243-4972,Gold,26,69599342,Driver error,01/21/2017,Auto,No,Material only,$2196.5,5,Yes,Illinois,MidWest,East North Central
9113953,Female,14-Jul-73,IL,123-748-9215,Silver,46,58070797,Other causes,04/10/2018,Home,No,Material only,$2090,1,No,Illinois,MidWest,East North Central
91447671,Male,18-Dec-76,IL,298-195-6512,Silver,42,51060336,Driver error,06/03/2018,Auto,No,Material only,$1370,1,No,Illinois,MidWest,East North Central
17004138,Female,13-Aug-65,WA,436-354-4682,Silver,54,29205389,Natural causes,06/25/2017,Auto,No,Injury only,$31380,1,No,Washington,West,Pacific
88449349,Male,17-Dec-79,WA,975-547-5196,Platinum,39,74738945,Other causes,09/12/2018,Auto,No,Material only,$1080,1,No,Washington,West,Pacific
24826170,Male,05-Mar-87,WA,361-476-4591,Gold,32,45189268,Driver error,07/08/2017,Auto,No,Material only,$2700,1,No,Washington,West,Pacific
50530333,Male,22-May-99,WA,152-152-9356,Silver,20,44524224,Crime,06/04/2017,Auto,Unknown,Material only,$2415,3,Yes,Washington,West,Pacific
10462042,Female,06-Jun-64,WA,351-316-3172,Platinum,55,38641457,Other causes,08/03/2018,Home,No,Material only,$2410,1,No,Washington,West,Pacific
26810768,Female,02-Jul-87,WA,387-791-4125,Platinum,32,38508652,Other causes,07/01/2017,Auto,No,Material and injury,$23980,3,No,Washington,West,Pacific
53907868,Male,07-Feb-78,WA,768-578-9871,Platinum,41,14024069,Other causes,04/17/2018,Auto,Unknown,Material and injury,$26620,1,No,Washington,West,Pacific
89808931,Female,22-Jul-89,WA,524-613-4786,Silver,30,52259939,Driver error,07/20/2018,Home,No,Material only,$2750,1,No,Washington,West,Pacific
86818440,Male,28-Dec-83,WA,397-129-9435,Platinum,35,13132889,Other causes,03/21/2018,Auto,Unknown,Material and injury,$31901,1,Yes,Washington,West,Pacific
44643917,Male,19-Dec-68,WA,278-698-5972,Gold,50,21491548,Other driver error,09/06/2018,Auto,Yes,Material and injury,$41320,5,No,Washington,West,Pacific
69473158,Male,23-Feb-89,WA,962-461-7829,Gold,30,50068652,Driver error,08/30/2018,Auto,No,Material only,$2070,1,No,Washington,West,Pacific
9081086,Male,06-Aug-76,WA,254-273-2185,Silver,43,91772998,Driver error,04/24/2018,Auto,Yes,Injury only,$34470,1,No,Washington,West,Pacific
8765210,Male,27-May-73,WA,893-183-3164,Gold,46,99553356,Other causes,07/08/2017,Auto,No,Material and injury,$34200,1,No,Washington,West,Pacific
25879245,Male,11-Jun-82,WA,154-126-4286,Gold,37,18702553,Other causes,07/01/2017,Auto,No,Material only,$1300,1,No,Washington,West,Pacific
