,claim_id,customer_id,claim_date,police_report,claim_amount,fraudulent,CUST_ID,DateOfBirth,State,Contact,fraudulent_flag,gender__Female,gender__Male,Segment__Gold,Segment__Platinum,Segment__Silver,incident_cause__Crime,incident_cause__Driver error,incident_cause__Natural causes,incident_cause__Other causes,incident_cause__Other driver error,claim_area__Auto,claim_area__Home,claim_type__Injury only,claim_type__Material and injury,claim_type__Material only,total_policy_claims__1,total_policy_claims__2,total_policy_claims__3,total_policy_claims__4,total_policy_claims__5,total_policy_claims__6,total_policy_claims__7,total_policy_claims__8
132,59404655,62476442,05/15/2017,No,38870.0,No,62476442.0,27-Jun-85,HI,528-237-8379,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
133,5176652,39943087,03/16/2017,Unknown,2510.0,No,39943087.0,11-Nov-88,NY,473-567-7234,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
134,1657284,41265642,07/22/2017,No,2852.0,Yes,41265642.0,29-Sep-89,IA,912-385-7549,1.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
135,72074471,73383008,02/09/2018,Unknown,44700.5,Yes,73383008.0,04-Jun-86,AZ,594-592-6745,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
136,36664338,77896466,12/17/2017,No,1550.0,No,77896466.0,16-Feb-97,IL,613-614-1378,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
137,50826770,83526368,10/03/2018,Unknown,1850.0,No,83526368.0,16-Mar-79,MA,468-698-7189,0.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
138,64209730,31439710,07/20/2018,No,2760.0,No,31439710.0,11-Mar-88,GA,824-246-5734,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
139,49955266,30227653,09/07/2017,No,2740.0,No,30227653.0,01-Aug-81,CT,945-734-2691,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
140,44581152,86993944,12/30/2017,Unknown,26480.0,No,86993944.0,17-Mar-82,WI,596-612-5431,0.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
141,32116508,65728108,10/09/2018,Unknown,47610.0,Yes,65728108.0,22-Nov-84,SC,438-675-4587,1.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
142,48559754,45539668,12/30/2017,No,2170.0,No,45539668.0,08-Apr-98,MS,613-276-2471,0.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
143,26716331,3159546,04/25/2017,No,17590.0,No,3159546.0,20-Oct-87,TX,586-129-9752,0.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
144,74738945,88449349,09/12/2018,No,1080.0,No,88449349.0,17-Dec-79,WA,975-547-5196,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
145,30532684,35937389,02/23/2017,Unknown,2610.0,No,35937389.0,31-Jul-78,AZ,971-841-3152,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
146,81488988,19441247,07/22/2017,No,1320.0,No,19441247.0,10-Jun-74,WV,439-538-7538,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
147,71767146,7208859,07/01/2017,No,1840.0,No,7208859.0,15-Feb-91,OK,372-267-3189,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
148,67042203,65950591,01/14/2017,No,2970.0,No,65950591.0,25-Jan-69,NH,543-543-2549,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
149,66578763,2327487,05/07/2018,No,2040.0,No,2327487.0,08-Feb-99,AZ,215-589-3761,0.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
150,30930636,30722342,04/04/2018,Yes,17180.0,No,30722342.0,04-Apr-99,OH,316-863-5832,0.0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
151,30119116,31289360,02/23/2017,No,2720.0,No,31289360.0,15-Nov-98,GA,869-486-1267,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
152,45189268,24826170,07/08/2017,No,2700.0,No,24826170.0,05-Mar-87,WA,361-476-4591,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
153,5567470,14860484,03/29/2017,Unknown,14240.0,No,14860484.0,02-Dec-94,OK,864-361-2564,0.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
154,46868258,39642700,12/10/2017,No,2560.0,No,39642700.0,13-Jun-85,IN,745-342-2471,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
155,74988783,3689105,04/18/2017,Yes,19440.0,No,3689105.0,23-Mar-99,NE,923-198-9827,0.0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
156,80080381,58850120,02/23/2017,Yes,40180.0,No,58850120.0,23-Jul-60,UT,819-478-8453,0.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
157,50617945,76965994,03/09/2017,No,1260.0,No,76965994.0,28-Mar-60,NY,132-927-9824,0.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
158,3589979,14490971,09/19/2018,No,1880.0,No,14490971.0,10-Dec-76,MN,614-652-1274,0.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
159,33643946,88277241,07/08/2017,Unknown,17664.0,Yes,88277241.0,27-Apr-76,NV,684-482-6745,1.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
160,71464126,87386746,07/20/2018,No,2260.0,No,87386746.0,23-Dec-82,ND,741-473-8976,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
161,19241230,55157616,04/25/2017,No,2960.0,No,55157616.0,21-Oct-67,MN,136-736-1978,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
162,8499165,55593844,07/22/2017,No,1253.5,Yes,55593844.0,02-Mar-65,NC,129-925-2819,1.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
163,65264955,72556809,08/16/2018,Yes,32300.0,No,72556809.0,14-Jan-98,ID,582-928-4938,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
164,66703144,45653187,04/04/2018,No,1660.0,No,45653187.0,22-May-63,AL,836-247-1264,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
165,66892177,48538925,06/04/2017,No,22420.0,No,48538925.0,25-Sep-67,NE,378-563-3695,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
166,75262517,68724425,06/10/2018,No,2150.0,No,68724425.0,06-Oct-61,VA,389-769-2197,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
167,7883163,50817031,01/26/2018,Unknown,2460.0,No,50817031.0,17-Nov-63,MI,728-483-4185,0.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
168,88126193,16836323,01/14/2017,No,1140.0,No,16836323.0,22-Dec-70,MS,398-364-9741,0.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
169,57237955,72701589,07/20/2018,No,1970.0,No,72701589.0,23-Aug-94,AR,745-968-1753,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
170,26752193,88126167,04/18/2017,Unknown,17050.0,No,88126167.0,22-Dec-93,IA,691-739-8963,0.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
171,94297538,50642114,01/06/2018,Unknown,25030.0,No,50642114.0,06-Dec-61,FL,925-298-5137,0.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
172,90714815,32180678,08/11/2017,Unknown,16040.0,No,32180678.0,24-Feb-85,KS,975-682-7836,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
173,25647821,74155265,01/01/2017,No,2080.0,No,74155265.0,16-Nov-85,TX,392-739-4873,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
174,56330110,26168099,05/07/2018,No,38590.0,No,26168099.0,27-Oct-95,NC,325-687-3651,0.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
175,87184588,804961,10/10/2017,No,21190.0,No,804961.0,07-Dec-97,AL,487-723-4167,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
176,18636027,25823839,10/10/2017,Unknown,36180.0,No,25823839.0,27-Dec-71,ME,678-925-6195,0.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
177,90591192,61745840,01/01/2017,No,30930.0,No,61745840.0,24-Jul-94,MA,612-684-5472,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
178,18700750,86024944,07/15/2017,Unknown,47679.0,Yes,86024944.0,01-Aug-74,AZ,742-298-4693,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
179,72789616,40080423,08/30/2018,Unknown,2440.0,No,40080423.0,13-Sep-69,NY,769-451-9372,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
180,19132019,14275512,10/09/2018,Unknown,28060.0,No,14275512.0,24-Jun-71,MI,362-839-2153,0.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
181,21361160,70442756,01/06/2018,No,1850.0,No,70442756.0,16-Jun-63,VA,174-415-5381,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
182,80894091,36829984,02/22/2018,Yes,24750.0,No,36829984.0,01-Dec-65,CA,713-967-1935,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
183,21550521,68772500,08/30/2018,Unknown,2320.0,No,68772500.0,10-Nov-89,TX,562-259-5432,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
184,69348631,154557,04/10/2018,No,23241.5,Yes,154557.0,23-May-78,DE,962-879-1238,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
185,86624774,97640137,02/02/2018,Unknown,29600.0,No,97640137.0,14-Aug-75,SD,812-824-4285,0.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
186,2040094,49270602,06/17/2018,No,1790.0,No,49270602.0,10-Apr-60,IL,837-734-6732,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
187,93354997,25021031,01/06/2018,Yes,31270.0,No,25021031.0,07-Dec-72,IL,537-548-5913,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
188,61761215,2590748,10/03/2018,Unknown,30530.0,No,2590748.0,30-Nov-91,MO,185-517-6934,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
189,17871003,98905793,09/19/2018,Unknown,3139.5,Yes,98905793.0,11-Nov-93,ID,823-482-5839,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
190,90504501,39495715,08/31/2017,No,2470.0,No,39495715.0,16-Sep-68,LA,572-615-8539,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
191,23636125,64840478,01/01/2017,Unknown,17290.0,No,64840478.0,14-Feb-74,NM,918-174-7461,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
192,73972734,30541131,08/11/2017,Unknown,1570.0,No,30541131.0,17-Mar-88,CO,857-137-2347,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
193,2322078,51503228,12/17/2017,Unknown,14330.0,No,51503228.0,12-Jul-60,IA,612-258-9783,0.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
194,94870378,57959733,07/22/2017,No,2530.0,No,57959733.0,31-Dec-67,AR,689-628-5247,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
195,46572741,82415154,06/11/2017,No,15240.0,No,82415154.0,08-Mar-80,DE,578-942-1542,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
196,50960913,67861420,02/15/2018,No,1880.0,No,67861420.0,28-Apr-92,UT,645-657-5692,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
197,91841652,16811546,08/10/2018,Unknown,37200.0,No,16811546.0,09-Jul-76,KS,486-341-4781,0.0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
198,73800450,74840885,03/14/2018,Unknown,2060.0,No,74840885.0,09-May-66,IA,149-458-3751,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
199,14457951,95719884,05/22/2017,Unknown,1020.0,No,95719884.0,26-Nov-89,CT,759-157-6329,0.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
200,82692173,22856223,04/12/2017,No,40660.0,No,22856223.0,07-Aug-63,AR,728-953-8257,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
201,2262550,26965990,02/23/2017,Unknown,2310.0,No,26965990.0,14-Dec-98,NH,823-634-8723,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
202,91210035,48447568,10/24/2017,No,15920.0,No,48447568.0,26-Jun-62,CT,294-936-9134,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
203,19333178,16102401,08/18/2017,Yes,2710.0,No,16102401.0,07-Oct-96,CT,148-543-1362,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
204,36685947,26448215,02/03/2017,No,2290.0,No,26448215.0,10-Mar-83,CT,765-438-8462,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
205,84933468,40922910,02/03/2017,No,1180.0,No,40922910.0,12-Sep-63,IN,246-527-5983,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
206,61672806,43293983,08/11/2017,No,3059.0,Yes,43293983.0,12-Aug-89,NM,356-724-4721,1.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
207,1189987,51195864,09/20/2017,Unknown,1630.0,No,51195864.0,24-Nov-71,ND,831-136-3859,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
208,43722644,36395486,01/07/2017,No,3335.0,Yes,36395486.0,06-Mar-71,ND,365-482-4683,1.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
209,24499353,32850276,10/09/2018,No,1580.0,No,32850276.0,29-Oct-63,ME,893-673-8192,0.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
210,70086627,94041088,12/10/2017,Unknown,2645.0,Yes,94041088.0,16-Jul-90,NM,815-641-3516,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
211,97233183,90718924,01/21/2017,No,27560.0,No,90718924.0,30-Sep-70,ME,185-286-2134,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
212,70332189,51278451,03/01/2018,Unknown,20660.0,No,51278451.0,23-Apr-82,NJ,597-396-2931,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
213,3883874,16868327,01/14/2017,No,1400.0,No,16868327.0,14-Feb-68,VT,426-293-4958,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
214,94714143,32269248,07/07/2018,Yes,30350.0,No,32269248.0,27-Jun-71,NE,574-857-9387,0.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
215,22295924,35410919,06/04/2017,No,1740.0,No,35410919.0,07-May-95,AZ,862-765-3425,0.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
216,80976947,20716946,03/21/2018,No,21830.0,No,20716946.0,10-Jun-81,KY,526-579-6814,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
217,93075008,90102508,03/28/2018,No,1280.0,No,90102508.0,25-Jul-85,AZ,794-134-3864,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
218,46968995,40744509,06/25/2017,No,34770.0,No,40744509.0,18-Sep-99,MD,746-571-4539,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
219,23840141,51460517,06/18/2017,Unknown,1391.5,Yes,51460517.0,25-Dec-69,ND,925-214-7481,1.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
220,5694962,9677945,09/26/2018,No,1520.0,No,9677945.0,28-May-87,SC,849-461-6419,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
221,3485777,34297743,07/28/2017,No,1700.0,No,34297743.0,17-Mar-76,WI,726-673-6513,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
222,49735712,17682060,10/30/2018,Unknown,17020.0,No,17682060.0,21-Nov-74,NV,186-195-3465,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
223,718760,29750601,10/24/2017,Unknown,31980.0,No,29750601.0,28-Oct-95,RI,652-976-9723,0.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
224,81849361,97698815,02/17/2017,Unknown,1860.0,No,97698815.0,06-May-77,OH,352-765-2183,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
225,19639145,28920170,11/13/2017,No,41365.5,Yes,28920170.0,18-Jul-62,ID,498-547-6829,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
226,6535473,55572419,05/09/2017,Yes,27520.0,No,55572419.0,31-May-65,CO,728-934-9134,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
227,61374372,77219712,01/01/2017,No,20200.0,No,77219712.0,05-Aug-99,NH,649-592-8793,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
228,24759210,39286853,10/03/2018,Unknown,35830.0,No,39286853.0,23-Jun-93,ND,829-753-4352,0.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
229,6795457,47226965,09/07/2017,No,2600.0,No,47226965.0,27-Jun-95,MN,935-251-3941,0.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
230,27087847,68757979,10/31/2017,No,2410.0,No,68757979.0,07-Jun-64,KY,835-238-5426,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
231,93818470,69956308,01/13/2018,Yes,3312.0,Yes,69956308.0,09-Feb-81,AL,934-541-3417,1.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
232,65784642,47603757,04/24/2018,No,2980.0,No,47603757.0,09-Aug-96,NE,214-247-6582,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
233,98203403,83534717,04/12/2017,No,1680.0,No,83534717.0,17-May-65,MI,732-632-3689,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
234,52377605,40480522,10/30/2018,Unknown,26310.0,No,40480522.0,30-May-84,NV,739-259-6835,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
235,79350008,86597605,09/27/2017,No,37400.0,No,86597605.0,21-Apr-62,ME,794-584-3826,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
236,35620656,7829022,11/13/2017,No,2320.0,No,7829022.0,12-Aug-80,ND,964-432-2841,0.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
237,95022138,77985379,07/01/2017,Yes,27610.0,No,77985379.0,20-May-84,MD,619-412-8295,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
238,24834777,2826434,04/25/2017,No,22100.0,No,2826434.0,25-Nov-94,MN,863-274-1853,0.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
239,94426134,16548727,11/06/2017,Yes,1080.0,No,16548727.0,11-Nov-84,ND,475-651-3249,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
240,67394855,94267140,04/12/2017,No,1590.0,No,94267140.0,07-Oct-67,MO,765-672-8396,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
241,15859475,5637733,10/10/2017,Unknown,2170.0,No,5637733.0,27-May-64,ID,567-617-1874,0.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
242,7238381,684748,07/14/2018,No,2920.0,No,684748.0,03-Aug-77,AK,613-385-2863,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
243,27131115,65047878,02/03/2017,Unknown,1679.0,Yes,65047878.0,23-Aug-79,SD,593-329-6298,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
244,63175077,84614509,06/23/2018,Unknown,18308.0,Yes,84614509.0,14-Jan-81,WI,576-536-8742,1.0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
245,4869668,93766634,06/23/2018,No,16940.0,No,93766634.0,20-Sep-70,OH,871-813-4512,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
246,29078722,68712439,06/17/2018,No,1600.0,No,68712439.0,17-Aug-90,WI,397-361-3286,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
247,62679663,88785895,02/22/2018,Unknown,39307.0,Yes,88785895.0,24-Apr-77,CO,549-729-2915,1.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
248,29981557,33924586,04/04/2018,Unknown,28750.0,No,33924586.0,28-Mar-76,MA,187-187-9648,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
249,59259291,1852176,04/17/2018,Unknown,1510.0,No,1852176.0,23-Jun-67,PA,563-749-5436,0.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
250,35839635,58107776,04/25/2017,Yes,1030.0,No,58107776.0,26-Jun-74,HI,794-819-7165,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
251,46356995,30743608,03/22/2017,No,2714.0,Yes,30743608.0,19-Feb-90,DE,541-523-1263,1.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
252,44524224,50530333,06/04/2017,Unknown,2415.0,Yes,50530333.0,22-May-99,WA,152-152-9356,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
253,56720636,29282358,01/13/2018,No,39280.0,No,29282358.0,05-Oct-85,NE,291-953-5768,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
254,5854580,55375167,04/05/2017,Unknown,1403.0,Yes,55375167.0,30-Mar-69,NE,245-617-1348,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
255,24230132,37692329,08/16/2018,No,34300.0,No,37692329.0,28-May-92,LA,195-175-4275,0.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
256,13479108,2753882,07/01/2017,No,2650.0,No,2753882.0,12-Oct-94,CA,739-738-7493,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
257,63532473,88219691,09/14/2017,No,23960.0,No,88219691.0,27-Oct-94,NJ,298-359-2684,0.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
258,25246596,67722830,08/04/2017,No,1529.5,Yes,67722830.0,30-Nov-73,TN,674-654-7168,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
259,31574986,11321295,02/03/2017,No,2460.0,No,11321295.0,13-Nov-65,DE,429-596-2169,0.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
260,6267263,28502965,10/10/2017,No,1620.0,No,28502965.0,11-Sep-66,DE,598-625-9431,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
261,99444302,51782731,02/03/2017,Unknown,2790.0,No,51782731.0,18-Dec-89,PA,728-916-1287,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
262,75651365,76395629,01/27/2017,No,1210.0,No,76395629.0,29-Jan-72,ID,812-836-7854,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
263,18499217,20960664,08/10/2018,Yes,19676.5,Yes,20960664.0,28-Oct-87,VT,276-719-1489,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
264,56848907,79683883,09/07/2017,No,27266.5,Yes,79683883.0,30-Sep-85,WY,194-892-7628,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
265,30755644,33388786,04/18/2017,Yes,33590.0,No,33388786.0,13-Apr-82,MO,182-164-7386,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
266,2741337,52361935,10/17/2017,Yes,2840.0,No,52361935.0,27-Mar-95,MI,925-931-3164,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
